Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Avg Bike Cadence,Max Bike Cadence,Avg Speed,Max Speed,Total Ascent,Total Descent,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Ground Contact Time,Avg Bike Cadence,Max Bike Cadence,Normalized Power® (NP®),Training Stress Score®,Max Avg Power (20 min),Avg Power,Max Power,Grit,Flow,Avg. Swolf,Avg Stroke Rate,Total Reps,Dive Time,Min Temp,Surface Interval,Decompression,Best Lap Time,Number of Laps,Max Temp,Distance,Total Descent,Moving Time,Elapsed Time,Min Elevation,Max Elevation
Cycling,2023-10-22 14:05:02,false,"Des Moines Cycling","117.77","1,686","04:12:48","146","187","--","--","28.0","41.9","326","326","0.00","0.0","0.0","0","--","--","--","0.0","--","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","06:41.56","24","0.0","117.77","326","04:11:52","04:31:37","232","321"
Virtual Cycling,2023-10-22 13:18:39,false,"Zwift - Volcano Circuit in Watopia","17.89","227","00:38:04","--","--","--","--","28.2","45.7","88","--","0.00","0.0","0.0","0","86","108","109","0.0","113","104","222","0.0","0.0","0","0","0","0:00","0.0","0:00","No","38:04.00","1","0.0","17.89","--","00:38:03","00:38:03","2","15"
Cycling,2023-10-21 16:04:34,false,"Des Moines Cycling","14.05","199","00:49:32","107","129","--","--","17.0","29.4","59","7","0.00","0.0","0.0","0","--","--","--","0.0","--","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","15:31.20","3","0.0","14.05","7","00:49:01","01:02:44","242","296"
Cycling,2023-10-20 16:47:21,false,"Des Moines Cycling","49.43","646","01:44:56","135","171","--","--","28.3","38.3","107","107","0.00","0.0","0.0","0","--","--","--","0.0","--","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","09:12.27","10","0.0","49.43","107","01:44:26","01:52:04","237","299"
Cycling,2023-10-20 15:21:00,false,"Urbandale Cycling","21.61","372","00:46:26","143","166","--","--","27.9","43.9","33","80","0.00","0.0","0.0","0","--","--","--","0.0","--","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","04:36.100","5","0.0","21.61","80","00:46:02","00:47:44","232","292"
Cycling,2023-10-20 06:48:26,false,"Des Moines Cycling","21.40","260","00:48:30","122","159","--","--","26.5","39.3","71","28","0.00","0.0","0.0","0","--","--","--","0.0","--","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","03:05.80","5","0.0","21.40","28","00:48:15","00:49:30","232","292"
Cycling,2023-10-19 15:46:43,false,"Urbandale Cycling","21.54","340","00:49:18","134","158","--","--","26.2","40.1","32","79","0.00","0.0","0.0","0","--","--","--","0.0","--","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","04:35.05","5","0.0","21.54","79","00:49:03","00:50:49","232","292"
Cycling,2023-10-19 06:38:40,false,"Des Moines Cycling","18.40","236","00:47:49","116","141","--","--","23.1","36.4","200","156","0.00","0.0","0.0","0","--","--","--","0.0","--","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","10:01.93","4","0.0","18.40","156","00:47:35","00:49:10","246","338"
Virtual Cycling,2023-10-18 19:21:34,false,"Zwift - Climb Portal: Crow Road in Watopia","8.14","261","00:19:29","--","--","--","--","25.1","43.9","251","--","0.00","0.0","0.0","0","81","93","249","0.0","--","234","358","0.0","0.0","0","0","0","0:00","0.0","0:00","No","19:29.00","1","0.0","8.14","--","00:19:25","00:19:27","10","264"
Virtual Cycling,2023-10-18 18:53:42,false,"Zwift - Watopia","13.23","265","00:22:29","--","--","--","--","35.3","49.7","49","--","0.00","0.0","0.0","0","77","87","213","0.0","214","205","323","0.0","0.0","0","0","0","0:00","0.0","0:00","No","22:29.00","1","0.0","13.23","--","00:22:25","00:22:28","-6","16"
Cycling,2023-10-18 16:03:39,false,"Urbandale Cycling","21.58","293","00:48:17","126","149","--","--","26.8","41.9","41","86","0.00","0.0","0.0","0","--","--","--","0.0","--","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","04:58.83","5","0.0","21.58","86","00:47:58","00:50:03","232","292"
Cycling,2023-10-18 05:37:12,false,"Des Moines Cycling","21.27","338","00:51:06","132","170","--","--","25.0","39.9","192","147","0.00","0.0","0.0","0","--","--","--","0.0","--","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","02:59.88","5","0.0","21.27","147","00:50:28","00:51:14","232","317"
Cycling,2023-10-17 14:27:19,false,"Urbandale Cycling","3.71","64","00:08:57.6","128","149","--","--","24.8","32.5","9","35","0.00","0.0","0.0","0","--","--","--","0.0","--","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","08:57.63","1","0.0","3.71","35","00:08:53","00:09:07.6","262","292"
Cycling,2023-10-17 06:08:38,false,"Des Moines Cycling","18.37","329","00:48:03","138","167","--","--","22.9","35.8","107","63","0.00","0.0","0.0","0","--","--","--","0.0","--","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","09:15.62","4","0.0","18.37","63","00:47:49","00:49:21","246","298"
Cycling,2023-10-16 17:25:27,false,"Urbandale Cycling","17.26","263","00:47:39","125","169","--","--","21.7","34.4","117","105","0.00","0.0","0.0","0","--","--","--","0.0","--","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","07:05.10","4","0.0","17.26","105","00:47:02","00:54:37","256","306"
Cycling,2023-10-16 05:52:46,false,"Des Moines Cycling","21.35","473","00:53:49","153","171","--","--","23.8","33.8","70","29","0.00","0.0","0.0","0","--","--","--","0.0","--","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","03:18.65","5","0.0","21.35","29","00:53:45","00:53:49","232","292"
Cycling,2023-10-13 05:26:29,false,"Des Moines Cycling","21.31","375","00:51:54","138","164","--","--","24.6","38.0","65","25","0.00","0.0","0.0","0","--","--","--","0.0","--","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","02:53.46","5","0.0","21.31","25","00:51:37","00:52:42","232","292"
Cycling,2023-10-12 17:19:22,false,"Johnston Cycling","20.01","224","00:49:49","108","150","--","--","24.1","33.8","37","59","0.00","0.0","0.0","0","--","--","--","0.0","--","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","00:04.62","5","0.0","20.01","59","00:49:30","00:51:13","232","268"
Cycling,2023-10-12 15:03:23,false,"Urbandale Cycling","3.87","72","00:09:46.4","133","162","--","--","23.8","35.0","12","32","0.00","0.0","0.0","0","--","--","--","0.0","--","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","09:46.38","1","0.0","3.87","32","00:09:42","00:10:26","262","292"
Cycling,2023-10-12 05:56:36,false,"Des Moines Cycling","18.41","363","00:43:00","149","178","--","--","25.7","44.8","112","68","0.00","0.0","0.0","0","--","--","--","0.0","--","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","09:07.98","4","0.0","18.41","68","00:42:52","00:44:57","246","298"
Cycling,2023-10-11 16:59:04,false,"Urbandale Cycling","21.40","419","00:50:06","147","164","--","--","25.6","38.8","29","70","0.00","0.0","0.0","0","--","--","--","0.0","--","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","03:55.89","5","0.0","21.40","70","00:49:57","00:50:33","232","292"
Cycling,2023-10-11 06:35:01,false,"Des Moines Cycling","21.07","437","00:50:18","149","181","--","--","25.1","38.1","131","87","0.00","0.0","0.0","0","--","--","--","0.0","--","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","02:08.55","5","0.0","21.07","87","00:49:40","00:52:00","232","300"
Cycling,2023-10-10 17:35:36,false,"Johnston Cycling","20.11","363","00:46:05","144","166","--","--","26.2","36.1","27","56","0.00","0.0","0.0","0","--","--","--","0.0","--","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","00:30.70","5","0.0","20.11","56","00:45:48","00:47:03","232","274"
Cycling,2023-10-10 14:59:37,false,"Urbandale Cycling","3.85","53","00:09:28.1","115","142","--","--","24.4","32.7","15","30","0.00","0.0","0.0","0","--","--","--","0.0","--","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","09:28.08","1","0.0","3.85","30","00:09:22","00:09:43.1","262","292"
Cycling,2023-10-10 06:13:45,false,"Des Moines Cycling","18.29","362","00:47:38","142","171","--","--","23.0","35.5","215","274","0.00","0.0","0.0","0","--","--","--","0.0","--","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","08:58.80","4","0.0","18.29","274","00:47:04","00:47:55","246","349"
Cycling,2023-10-09 16:09:37,false,"Johnston Cycling","15.02","248","00:34:16","135","147","--","--","26.3","36.8","18","26","0.00","0.0","0.0","0","--","--","--","0.0","--","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","00:04.49","4","0.0","15.02","26","00:33:57","00:35:46","232","259"
Cycling,2023-10-09 15:45:13,false,"Urbandale Cycling","6.96","141","00:17:25","139","165","--","--","24.0","38.6","9","47","0.00","0.0","0.0","0","--","--","--","0.0","--","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","05:02.21","2","0.0","6.96","47","00:17:15","00:17:46","246","292"
Cycling,2023-10-09 05:44:27,false,"Des Moines Cycling","21.28","440","00:53:31","146","163","--","--","23.9","36.0","159","115","0.00","0.0","0.0","0","--","--","--","0.0","--","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","02:58.94","5","0.0","21.28","115","00:53:13","00:53:34","238","322"
Cycling,2023-10-05 06:02:19,false,"Des Moines Cycling","17.08","365","00:44:11","147","175","--","--","23.2","36.0","103","65","0.00","0.0","0.0","0","--","--","--","0.0","--","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","05:46.20","4","0.0","17.08","65","00:44:00","00:45:26","247","298"
Cycling,2023-10-03 13:54:17,false,"Des Moines Cycling","9.38","232","00:25:36","151","180","--","--","22.0","35.6","255","154","0.00","0.0","0.0","0","--","--","--","0.0","--","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","10:32.89","2","0.0","9.38","154","00:25:15","00:27:11","155","351"
Cycling,2023-10-02 16:36:06,false,"Urbandale Cycling","21.50","376","00:52:26","136","160","--","--","24.6","42.0","33","79","0.00","0.0","0.0","0","--","--","--","0.0","--","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","04:18.94","5","0.0","21.50","79","00:52:18","00:54:13","232","292"
Cycling,2023-10-02 05:44:43,false,"Des Moines Cycling","21.19","323","00:53:26","127","147","--","--","23.8","37.5","336","299","0.00","0.0","0.0","0","--","--","--","0.0","--","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","02:45.66","5","0.0","21.19","299","00:53:11","00:53:46","232","393"
Cycling,2023-09-29 16:41:30,false,"Urbandale Cycling","21.63","347","00:54:23","131","157","--","--","23.9","40.2","27","72","0.00","0.0","0.0","0","--","--","--","0.0","--","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","04:46.80","5","0.0","21.63","72","00:54:12","00:54:53","232","292"
Cycling,2023-09-29 05:35:55,false,"Des Moines Cycling","21.55","309","00:52:15","127","147","--","--","24.8","39.8","83","42","0.00","0.0","0.0","0","--","--","--","0.0","--","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","03:30.10","5","0.0","21.55","42","00:52:04","00:52:30","232","292"
Cycling,2023-09-28 16:17:34,false,"Urbandale Cycling","21.57","385","00:54:59","139","156","--","--","23.5","38.2","35","79","0.00","0.0","0.0","0","--","--","--","0.0","--","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","04:42.99","5","0.0","21.57","79","00:54:38","00:56:48","232","292"
Cycling,2023-09-28 06:26:23,false,"Des Moines Cycling","18.50","313","00:46:46","131","174","--","--","23.7","38.8","105","61","0.00","0.0","0.0","0","--","--","--","0.0","--","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","09:34.08","4","0.0","18.50","61","00:46:36","00:48:11","247","298"
Gravel/Unpaved Cycling,2023-09-27 08:55:09,false,"Des Moines Gravel/Unpaved Cycling","133.94","3,485","07:04:25","0","0","--","--","18.9","46.6","1,269","1,258","0.00","0.0","0.0","0","--","--","--","0.0","--","0","0","0.0","0.0","0","0","0","0:00","14.0","0:00","No","07:04:25.19","1","30.0","133.94","1,258","07:01:37","07:49:18","243","347"
Cycling,2023-09-26 16:00:45,false,"Urbandale Cycling","21.56","382","00:47:48","143","179","--","--","27.1","39.9","34","79","0.00","0.0","0.0","0","--","--","--","0.0","--","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","04:05.53","5","0.0","21.56","79","00:47:27","00:48:50","232","292"
Cycling,2023-09-26 06:08:49,false,"Des Moines Cycling","18.30","375","00:46:52","146","173","--","--","23.4","34.7","106","63","0.00","0.0","0.0","0","--","--","--","0.0","--","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","08:54.13","4","0.0","18.30","63","00:46:35","00:48:22","247","298"
Cycling,2023-09-25 15:26:05,false,"Urbandale Cycling","21.77","352","00:47:47","139","166","--","--","27.3","44.0","34","80","0.00","0.0","0.0","0","--","--","--","0.0","--","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","04:56.33","5","0.0","21.77","80","00:47:23","00:49:29","232","292"
Cycling,2023-09-25 05:44:14,false,"Des Moines Cycling","21.40","357","00:53:04","135","164","--","--","24.2","37.7","139","102","0.00","0.0","0.0","0","--","--","--","0.0","--","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","03:15.46","5","0.0","21.40","102","00:52:36","00:54:07","237","308"
Cycling,2023-09-22 17:23:43,false,"Urbandale Cycling","21.74","406","00:50:04","145","172","--","--","26.1","38.4","32","78","0.00","0.0","0.0","0","--","--","--","0.0","--","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","04:12.13","5","0.0","21.74","78","00:49:55","00:50:46","232","292"
Cycling,2023-09-22 06:49:44,false,"Des Moines Cycling","21.55","381","00:51:13","140","168","--","--","25.2","37.5","119","81","0.00","0.0","0.0","0","--","--","--","0.0","--","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","03:19.100","5","0.0","21.55","81","00:50:55","00:52:24","238","292"
Cycling,2023-09-21 16:27:53,false,"Urbandale Cycling","21.74","389","00:53:05","140","164","--","--","24.6","36.4","32","78","0.00","0.0","0.0","0","--","--","--","0.0","--","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","04:50.84","5","0.0","21.74","78","00:52:50","00:54:37","232","292"
Cycling,2023-09-21 06:40:56,false,"Des Moines Cycling","18.37","344","00:46:40","140","173","--","--","23.6","36.3","174","133","0.00","0.0","0.0","0","--","--","--","0.0","--","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","09:13.34","4","0.0","18.37","133","00:46:22","00:48:55","247","318"
Gravel/Unpaved Cycling,2023-09-19 11:31:16,false,"Des Moines Gravel/Unpaved Cycling","82.13","1,941","03:46:34","0","0","--","--","21.8","35.2","229","226","0.00","0.0","0.0","0","--","--","--","0.0","--","0","0","0.0","0.0","0","0","0","0:00","15.0","0:00","No","03:46:33.70","1","30.0","82.13","226","03:45:39","04:00:22","244","332"
Cycling,2023-09-18 17:51:04,false,"Des Moines Cycling","6.74","169","00:18:50","151","176","--","--","21.5","31.8","47","3","0.00","0.0","0.0","0","--","--","--","0.0","--","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","04:35.97","2","0.0","6.74","3","00:18:46","00:19:04","247","298"
Cycling,2023-09-18 16:30:16,false,"Urbandale Cycling","21.74","436","00:53:18","147","168","--","--","24.5","40.9","39","83","0.00","0.0","0.0","0","--","--","--","0.0","--","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","05:11.49","5","0.0","21.74","83","00:52:56","00:55:11","232","292"
Cycling,2023-09-18 06:17:32,false,"Des Moines Cycling","21.64","387","00:51:39","141","170","--","--","25.1","36.4","85","41","0.00","0.0","0.0","0","--","--","--","0.0","--","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","03:37.70","5","0.0","21.64","41","00:51:33","00:53:16","232","292"
Gravel/Unpaved Cycling,2023-09-16 12:21:13,false,"Madison County Gravel/Unpaved Cycling","62.61","1,725","03:03:58","0","0","--","--","20.4","46.9","563","610","0.00","0.0","0.0","0","--","--","--","0.0","--","0","0","0.0","0.0","0","0","0","0:00","17.0","0:00","No","03:03:58.50","1","32.0","62.61","610","03:03:04","03:16:16","247","338"
Gravel/Unpaved Cycling,2023-09-16 08:58:22,false,"Des Moines Gravel/Unpaved Cycling","62.56","1,705","03:05:31","0","0","--","--","20.2","44.0","602","552","0.00","0.0","0.0","0","--","--","--","0.0","--","0","0","0.0","0.0","0","0","0","0:00","16.0","0:00","No","00:37.99","2","30.0","62.56","552","03:04:42","03:15:26","245","336"
Cycling,2023-09-15 13:33:33,false,"Des Moines Cycling","8.50","155","00:19:16","140","163","--","--","26.5","32.8","31","29","0.00","0.0","0.0","0","--","--","--","0.0","--","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","08:28.43","2","0.0","8.50","29","00:19:07","00:19:55","232","258"
Cycling,2023-09-15 11:49:03,false,"Urbandale Cycling","13.23","242","00:29:33","142","160","--","--","26.9","42.5","13","59","0.00","0.0","0.0","0","--","--","--","0.0","--","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","07:12.39","3","0.0","13.23","59","00:29:23","00:30:44","242","292"
Cycling,2023-09-15 05:29:47,false,"Des Moines Cycling","21.62","358","00:50:52","136","155","--","--","25.5","40.0","74","30","0.00","0.0","0.0","0","--","--","--","0.0","--","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","03:50.60","5","0.0","21.62","30","00:50:39","00:51:32","232","292"
Cycling,2023-09-14 17:16:28,false,"Urbandale Cycling","21.71","398","00:49:38","145","166","--","--","26.2","41.9","35","79","0.00","0.0","0.0","0","--","--","--","0.0","--","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","04:41.31","5","0.0","21.71","79","00:49:28","00:51:11","232","292"
Cycling,2023-09-14 06:44:50,false,"Des Moines Cycling","18.34","369","00:45:37","148","175","--","--","24.1","37.5","110","66","0.00","0.0","0.0","0","--","--","--","0.0","--","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","08:53.55","4","0.0","18.34","66","00:45:22","00:47:24","247","298"
Cycling,2023-09-13 16:09:46,false,"Des Moines Cycling","46.91","652","01:40:18","137","159","--","--","28.1","43.8","180","183","0.00","0.0","0.0","0","--","--","--","0.0","--","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","04:38.34","10","0.0","46.91","183","01:39:54","01:43:50","232","287"
Cycling,2023-09-13 12:13:20,false,"Des Moines Cycling","14.76","213","00:33:44","127","154","--","--","26.3","33.5","24","23","0.00","0.0","0.0","0","--","--","--","0.0","--","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","10:41.77","3","0.0","14.76","23","00:33:36","00:34:19","232","250"
Cycling,2023-09-13 06:03:22,false,"Des Moines Cycling","13.52","194","00:31:50","127","170","--","--","25.5","39.9","122","92","0.00","0.0","0.0","0","--","--","--","0.0","--","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","08:37.97","3","0.0","13.52","92","00:31:30","00:33:37","217","298"
Cycling,2023-09-12 12:06:46,false,"Des Moines Cycling","25.81","443","01:00:09","139","169","--","--","25.7","49.0","161","162","0.00","0.0","0.0","0","--","--","--","0.0","--","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","03:10.53","6","0.0","25.81","162","00:57:31","01:00:35","232","293"
Gravel/Unpaved Cycling,2023-09-09 09:06:48,false,"Des Moines Gravel/Unpaved Cycling","126.50","3,514","04:38:19","0","0","--","--","27.3","42.7","497","495","0.00","0.0","0.0","0","--","--","--","0.0","--","0","0","0.0","0.0","0","0","0","0:00","17.0","0:00","No","04:38:18.73","1","32.0","126.50","495","04:36:42","05:29:05","240","299"
Road Cycling,2023-09-07 04:56:20,false,"Des Moines Road Cycling","38.70","1,153","01:25:29","0","0","--","--","27.2","48.8","235","258","0.00","0.0","0.0","0","--","--","--","0.0","--","0","0","0.0","0.0","0","0","0","0:00","8.0","0:00","No","08:14.20","8","22.0","38.70","258","01:25:04","01:28:23","256","319"
Cycling,2023-09-06 16:20:30,false,"Urbandale Cycling","21.78","383","00:46:22","148","178","--","--","28.2","40.4","31","77","0.00","0.0","0.0","0","--","--","--","0.0","--","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","05:07.12","5","0.0","21.78","77","00:45:25","00:47:18","232","292"
Cycling,2023-09-06 05:58:48,false,"Des Moines Cycling","21.54","392","00:55:38","139","165","--","--","23.2","35.6","83","39","0.00","0.0","0.0","0","--","--","--","0.0","--","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","03:45.42","5","0.0","21.54","39","00:53:56","00:55:38","232","292"
Cycling,2023-09-05 15:56:54,false,"Urbandale Cycling","21.19","352","00:48:12","138","163","--","--","26.4","41.9","26","75","0.00","0.0","0.0","0","--","--","--","0.0","--","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","03:16.87","5","0.0","21.19","75","00:47:58","00:48:12","238","292"
Cycling,2023-09-05 06:47:25,false,"Des Moines Cycling","18.40","327","00:47:11","139","169","--","--","23.4","37.3","303","258","0.00","0.0","0.0","0","--","--","--","0.0","--","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","09:02.63","4","0.0","18.40","258","00:45:41","00:47:11","246","437"
Road Cycling,2023-09-03 07:58:38,false,"Des Moines Road Cycling","118.55","2,931","05:11:24","0","0","--","--","22.8","35.7","427","425","0.00","0.0","0.0","0","--","--","--","0.0","--","0","0","0.0","0.0","0","0","0","0:00","21.0","0:00","No","09:20.49","24","40.0","118.55","425","05:08:33","06:03:00","249","307"
Gravel/Unpaved Cycling,2023-09-02 08:26:55,false,"Des Moines Gravel/Unpaved Cycling","168.65","4,324","06:47:44","0","0","--","--","24.8","43.7","497","503","0.00","0.0","0.0","0","--","--","--","0.0","--","0","0","0.0","0.0","0","0","0","0:00","21.0","0:00","No","06:47:44.23","1","42.0","168.65","503","06:46:00","07:32:10","251","330"
Cycling,2023-09-01 14:50:31,false,"Urbandale Cycling","21.76","415","00:51:02","147","171","--","--","25.6","40.1","37","82","0.00","0.0","0.0","0","--","--","--","0.0","--","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","05:13.01","5","0.0","21.76","82","00:50:43","00:51:15","232","292"
Cycling,2023-09-01 05:15:58,false,"Des Moines Cycling","21.63","341","00:51:30","136","178","--","--","25.2","38.9","84","43","0.00","0.0","0.0","0","--","--","--","0.0","--","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","03:43.17","5","0.0","21.63","43","00:51:13","00:51:55","232","292"
Cycling,2023-08-31 16:54:00,false,"Urbandale Cycling","21.66","371","00:51:50","138","161","--","--","25.1","39.4","37","79","0.00","0.0","0.0","0","--","--","--","0.0","--","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","04:47.44","5","0.0","21.66","79","00:51:05","00:52:47","232","321"
Cycling,2023-08-31 06:05:47,false,"Des Moines Cycling","22.41","353","00:56:09","132","160","--","--","23.9","33.0","86","152","0.00","0.0","0.0","0","--","--","--","0.0","--","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","06:22.55","5","0.0","22.41","152","00:55:40","00:56:09","238","357"
Cycling,2023-08-30 21:31:23,false,"Grimes Cycling","25.15","377","00:58:21","136","174","--","--","25.9","37.9","38","79","0.00","0.0","0.0","0","--","--","--","0.0","--","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","00:41.41","6","0.0","25.15","79","00:57:44","00:58:21","232","302"
Cycling,2023-08-30 18:00:25,false,"Grimes Cycling","2.85","55","00:08:13.2","127","144","--","--","20.8","32.3","12","14","0.00","0.0","0.0","0","--","--","--","0.0","--","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","08:13.20","1","0.0","2.85","14","00:07:54","00:08:13.2","284","299"
Cycling,2023-08-30 17:25:40,false,"Urbandale Cycling","8.02","152","00:22:01","131","152","--","--","21.8","33.5","53","43","0.00","0.0","0.0","0","--","--","--","0.0","--","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","08:13.17","2","0.0","8.02","43","00:20:48","00:23:38","250","302"
Cycling,2023-08-30 05:40:52,false,"Des Moines Cycling","21.68","350","00:53:49","137","164","--","--","24.2","37.8","83","39","0.00","0.0","0.0","0","--","--","--","0.0","--","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","03:46.31","5","0.0","21.68","39","00:53:11","00:53:49","232","292"
Cycling,2023-08-29 16:58:57,false,"Urbandale Cycling","22.16","387","00:47:17","147","171","--","--","28.1","39.2","36","80","0.00","0.0","0.0","0","--","--","--","0.0","--","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","05:00.20","5","0.0","22.16","80","00:46:39","00:47:41","234","292"
Cycling,2023-08-29 05:54:00,false,"Des Moines Cycling","22.43","434","00:53:13","146","171","--","--","25.3","36.9","146","102","0.00","0.0","0.0","0","--","--","--","0.0","--","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","06:21.09","5","0.0","22.43","102","00:52:29","00:53:13","238","320"
Cycling,2023-08-28 16:39:42,false,"Urbandale Cycling","21.91","404","00:48:50","149","177","--","--","26.9","42.1","54","98","0.00","0.0","0.0","0","--","--","--","0.0","--","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","06:00.73","5","0.0","21.91","98","00:48:13","00:50:22","237","292"
Cycling,2023-08-28 06:10:19,false,"Des Moines Cycling","17.33","293","00:40:22","138","164","--","--","25.8","36.3","63","22","0.00","0.0","0.0","0","--","--","--","0.0","--","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","06:06.20","4","0.0","17.33","22","00:39:56","00:52:53","237","292"
Cycling,2023-08-27 11:34:14,false,"West Des Moines Cycling","12.07","221","00:29:20","139","153","--","--","24.7","33.2","18","54","0.00","0.0","0.0","0","--","--","--","0.0","--","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","05:51.59","3","0.0","12.07","54","00:28:40","00:29:49","238","289"
Cycling,2023-08-27 09:30:19,false,"Des Moines Cycling","11.20","274","00:28:21","144","166","--","--","23.7","30.8","44","6","0.00","0.0","0.0","0","--","--","--","0.0","--","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","04:11.35","3","0.0","11.20","6","00:26:49","00:28:21","238","288"
Cycling,2023-08-26 11:50:35,false,"Des Moines Cycling","26.64","477","01:06:08","132","151","--","--","24.2","32.7","173","175","0.00","0.0","0.0","0","--","--","--","0.0","--","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","05:01.02","6","0.0","26.64","175","01:04:15","01:09:56","232","352"
Cycling,2023-08-25 16:43:47,false,"Urbandale Cycling","21.82","462","00:49:57","143","167","--","--","26.2","39.7","44","87","0.00","0.0","0.0","0","--","--","--","0.0","--","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","05:19.72","5","0.0","21.82","87","00:48:08","00:49:57","238","292"
Cycling,2023-08-25 05:58:13,false,"Des Moines Cycling","21.77","491","00:51:17","146","168","--","--","25.5","39.6","73","33","0.00","0.0","0.0","0","--","--","--","0.0","--","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","04:03.53","5","0.0","21.77","33","00:50:37","00:51:17","238","292"
Cycling,2023-08-24 17:28:19,false,"Urbandale Cycling","21.63","474","00:55:34","139","163","--","--","23.3","36.0","35","78","0.00","0.0","0.0","0","--","--","--","0.0","--","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","05:16.71","5","0.0","21.63","78","00:54:57","00:55:34","238","292"
